2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050,growth_2017_2050,annual_growth_2017_2050,growthrates
f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4
capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,capita,,,
3.689930000000000000e+05,3.664340000000000000e+05,3.647840000000000000e+05,3.635220000000000000e+05,3.621370000000000000e+05,3.610770000000000000e+05,3.592370000000000000e+05,3.583300000000000000e+05,3.564200000000000000e+05,3.533080000000000000e+05,3.510500000000000000e+05,3.427710000000000000e+05,3.425700000000000000e+05,3.428850000000000000e+05,3.434880000000000000e+05,3.454250000000000000e+05,3.500460000000000000e+05,3.523900000000000000e+05,3.537673125000000000e+05,3.548286562500000000e+05,3.556075000000000000e+05,3.561365625000000000e+05,3.564466562500000000e+05,3.565675937500000000e+05,3.565177812500000000e+05,3.562965625000000000e+05,3.559343125000000000e+05,3.554626875000000000e+05,3.549618750000000000e+05,3.543901562500000000e+05,3.537781250000000000e+05,3.531514062500000000e+05,3.525132187500000000e+05,3.518610625000000000e+05,3.511934687500000000e+05,3.505081875000000000e+05,3.498027812500000000e+05,3.490748750000000000e+05,3.483219062500000000e+05,3.475413437500000000e+05,3.467308125000000000e+05,3.458861250000000000e+05,3.449970312500000000e+05,3.440519062500000000e+05,3.430388750000000000e+05,3.419472812500000000e+05,3.407664687500000000e+05,3.394890000000000000e+05,3.381076250000000000e+05,3.366154062500000000e+05,3.350048750000000000e+05,-4.933488368988037109e-02,-1.531958580017089844e-03,-1.669014221988618374e-03
2.976080000000000000e+05,2.993620000000000000e+05,3.018610000000000000e+05,3.041760000000000000e+05,3.055990000000000000e+05,3.068500000000000000e+05,3.077030000000000000e+05,3.083310000000000000e+05,3.089280000000000000e+05,3.084480000000000000e+05,3.080900000000000000e+05,3.008810000000000000e+05,3.011710000000000000e+05,3.019770000000000000e+05,3.026980000000000000e+05,3.049630000000000000e+05,3.103370000000000000e+05,3.103290000000000000e+05,3.125485312500000000e+05,3.144512812500000000e+05,3.160650312500000000e+05,3.174171562500000000e+05,3.185339375000000000e+05,3.194415312500000000e+05,3.201660000000000000e+05,3.207326875000000000e+05,3.211661562500000000e+05,3.214900625000000000e+05,3.217047500000000000e+05,3.218721562500000000e+05,3.220136250000000000e+05,3.221458750000000000e+05,3.222710000000000000e+05,3.223876250000000000e+05,3.224943750000000000e+05,3.225899062500000000e+05,3.226729687500000000e+05,3.227424062500000000e+05,3.227970000000000000e+05,3.228356562500000000e+05,3.228574375000000000e+05,3.228605312500000000e+05,3.228273750000000000e+05,3.227457187500000000e+05,3.226047500000000000e+05,3.223937500000000000e+05,3.221017187500000000e+05,3.217186562500000000e+05,3.212349062500000000e+05,3.206413125000000000e+05,3.199285625000000000e+05,3.093349933624267578e-02,9.236335754394531250e-04,2.628540154546499252e-03
5.066490000000000000e+05,5.076990000000000000e+05,5.090230000000000000e+05,5.087030000000000000e+05,5.071640000000000000e+05,5.060610000000000000e+05,5.049720000000000000e+05,5.034920000000000000e+05,5.020450000000000000e+05,4.991930000000000000e+05,4.964450000000000000e+05,4.783660000000000000e+05,4.779190000000000000e+05,4.773970000000000000e+05,4.766330000000000000e+05,4.777600000000000000e+05,4.832790000000000000e+05,4.847700000000000000e+05,4.865194375000000000e+05,4.878397500000000000e+05,4.887772500000000000e+05,4.893771562500000000e+05,4.896819687500000000e+05,4.897326875000000000e+05,4.895252500000000000e+05,4.890874687500000000e+05,4.884614687500000000e+05,4.876911875000000000e+05,4.868971562500000000e+05,4.860049375000000000e+05,4.850567812500000000e+05,4.840881875000000000e+05,4.831049375000000000e+05,4.821043125000000000e+05,4.810829687500000000e+05,4.800375000000000000e+05,4.789645937500000000e+05,4.778610000000000000e+05,4.767232187500000000e+05,4.755477812500000000e+05,4.743314062500000000e+05,4.730684062500000000e+05,4.717447187500000000e+05,4.703444062500000000e+05,4.688512812500000000e+05,4.672509062500000000e+05,4.655289375000000000e+05,4.636755937500000000e+05,4.616813750000000000e+05,4.595370937500000000e+05,4.572327812500000000e+05,-5.680471658706665039e-02,-1.770615577697753906e-03,-2.066127024590969086e-03
4.430710000000000000e+05,4.438650000000000000e+05,4.456830000000000000e+05,4.464930000000000000e+05,4.463080000000000000e+05,4.463050000000000000e+05,4.452550000000000000e+05,4.447000000000000000e+05,4.445150000000000000e+05,4.436080000000000000e+05,4.431120000000000000e+05,4.370780000000000000e+05,4.377320000000000000e+05,4.392250000000000000e+05,4.406020000000000000e+05,4.425220000000000000e+05,4.500260000000000000e+05,4.474310000000000000e+05,4.500142812500000000e+05,4.521644062500000000e+05,4.539225312500000000e+05,4.553289375000000000e+05,4.564220937500000000e+05,4.572397500000000000e+05,4.578191250000000000e+05,4.581962187500000000e+05,4.584056875000000000e+05,4.584808750000000000e+05,4.584483750000000000e+05,4.583298437500000000e+05,4.581627187500000000e+05,4.579784062500000000e+05,4.577808125000000000e+05,4.575669375000000000e+05,4.573337812500000000e+05,4.570782500000000000e+05,4.567971875000000000e+05,4.564875312500000000e+05,4.561459375000000000e+05,4.557691250000000000e+05,4.553538437500000000e+05,4.548946250000000000e+05,4.543783125000000000e+05,4.537896562500000000e+05,4.531128750000000000e+05,4.523328125000000000e+05,4.514340312500000000e+05,4.504035625000000000e+05,4.492287500000000000e+05,4.478973437500000000e+05,4.463966250000000000e+05,-2.311825752258300781e-03,-7.015466690063476562e-05,8.019848028197884560e-04
2.991990000000000000e+05,3.008420000000000000e+05,3.027950000000000000e+05,3.039840000000000000e+05,3.039430000000000000e+05,3.043440000000000000e+05,3.041400000000000000e+05,3.035060000000000000e+05,3.033310000000000000e+05,3.026890000000000000e+05,3.017970000000000000e+05,2.964970000000000000e+05,2.959820000000000000e+05,2.954480000000000000e+05,2.949210000000000000e+05,2.950670000000000000e+05,2.976610000000000000e+05,2.984220000000000000e+05,2.999583437500000000e+05,3.012129375000000000e+05,3.022135312500000000e+05,3.029872812500000000e+05,3.035599687500000000e+05,3.039567812500000000e+05,3.042024687500000000e+05,3.043208750000000000e+05,3.043348750000000000e+05,3.042448437500000000e+05,3.040882187500000000e+05,3.038733437500000000e+05,3.036254687500000000e+05,3.033657812500000000e+05,3.030969687500000000e+05,3.028169687500000000e+05,3.025237500000000000e+05,3.022152187500000000e+05,3.018892187500000000e+05,3.015437187500000000e+05,3.011764375000000000e+05,3.007851562500000000e+05,3.003676875000000000e+05,2.999203437500000000e+05,2.994342500000000000e+05,2.988991562500000000e+05,2.983044687500000000e+05,2.976405000000000000e+05,2.968984375000000000e+05,2.960707500000000000e+05,2.951500937500000000e+05,2.941295312500000000e+05,2.930019062500000000e+05,-1.816248893737792969e-02,-5.552768707275390625e-04,-2.657537152117583901e-05
4.733670000000000000e+05,4.743900000000000000e+05,4.762400000000000000e+05,4.779060000000000000e+05,4.774810000000000000e+05,4.771640000000000000e+05,4.764280000000000000e+05,4.754330000000000000e+05,4.740450000000000000e+05,4.721750000000000000e+05,4.703640000000000000e+05,4.610150000000000000e+05,4.597400000000000000e+05,4.583290000000000000e+05,4.570330000000000000e+05,4.572440000000000000e+05,4.626640000000000000e+05,4.617150000000000000e+05,4.636419687500000000e+05,4.651502187500000000e+05,4.662834687500000000e+05,4.670843750000000000e+05,4.675932187500000000e+05,4.678490312500000000e+05,4.678898125000000000e+05,4.677123437500000000e+05,4.673451875000000000e+05,4.668295625000000000e+05,4.662618125000000000e+05,4.656017812500000000e+05,4.648893125000000000e+05,4.641578125000000000e+05,4.634114375000000000e+05,4.626470000000000000e+05,4.618612500000000000e+05,4.610508125000000000e+05,4.602135937500000000e+05,4.593467187500000000e+05,4.584468437500000000e+05,4.575105937500000000e+05,4.565348437500000000e+05,4.555140937500000000e+05,4.544348750000000000e+05,4.532818437500000000e+05,4.520393750000000000e+05,4.506933125000000000e+05,4.492294687500000000e+05,4.476376562500000000e+05,4.459080312500000000e+05,4.440311250000000000e+05,4.419968750000000000e+05,-4.270625114440917969e-02,-1.321673393249511719e-03,-1.317979767918586731e-03
4.263675000000000000e+06,4.281548000000000000e+06,4.309953000000000000e+06,4.331419000000000000e+06,4.350368000000000000e+06,4.363797000000000000e+06,4.378622000000000000e+06,4.384669000000000000e+06,4.391062000000000000e+06,4.386271000000000000e+06,4.383044000000000000e+06,4.282911000000000000e+06,4.299064000000000000e+06,4.315912000000000000e+06,4.333015000000000000e+06,4.361724000000000000e+06,4.422371000000000000e+06,4.439416000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.690278692170977592e-03
3.010480000000000000e+05,3.022470000000000000e+05,3.060160000000000000e+05,3.089210000000000000e+05,3.110520000000000000e+05,3.119380000000000000e+05,3.128180000000000000e+05,3.142990000000000000e+05,3.164160000000000000e+05,3.179490000000000000e+05,3.198410000000000000e+05,3.044760000000000000e+05,3.075300000000000000e+05,3.098690000000000000e+05,3.112870000000000000e+05,3.139580000000000000e+05,3.188090000000000000e+05,3.221250000000000000e+05,3.248783437500000000e+05,3.272856250000000000e+05,3.293750000000000000e+05,3.311741875000000000e+05,3.327101250000000000e+05,3.340099062500000000e+05,3.351008125000000000e+05,3.360096250000000000e+05,3.367623125000000000e+05,3.373840000000000000e+05,3.378500937500000000e+05,3.382628125000000000e+05,3.386458125000000000e+05,3.390176875000000000e+05,3.393807500000000000e+05,3.397334062500000000e+05,3.400740937500000000e+05,3.404012500000000000e+05,3.407134375000000000e+05,3.410093437500000000e+05,3.412875625000000000e+05,3.415467812500000000e+05,3.417859062500000000e+05,3.420028437500000000e+05,3.421920937500000000e+05,3.423479062500000000e+05,3.424648750000000000e+05,3.425384375000000000e+05,3.425638750000000000e+05,3.425146562500000000e+05,3.423603437500000000e+05,3.420906562500000000e+05,3.416955312500000000e+05,6.075441837310791016e-02,1.788854598999023438e-03,4.477077629417181015e-03
9.625070000000000000e+05,9.628840000000000000e+05,9.679400000000000000e+05,9.686390000000000000e+05,9.659540000000000000e+05,9.697090000000000000e+05,9.833470000000000000e+05,9.897660000000000000e+05,9.953970000000000000e+05,9.954200000000000000e+05,9.981050000000000000e+05,1.002785000000000000e+06,1.013665000000000000e+06,1.024373000000000000e+06,1.034175000000000000e+06,1.046680000000000000e+06,1.060582000000000000e+06,1.075935000000000000e+06,1.087492125000000000e+06,1.097803000000000000e+06,1.106957875000000000e+06,1.115045625000000000e+06,1.122154375000000000e+06,1.128374500000000000e+06,1.133798375000000000e+06,1.138517625000000000e+06,1.142621875000000000e+06,1.146197875000000000e+06,1.149032375000000000e+06,1.151666000000000000e+06,1.154185625000000000e+06,1.156660000000000000e+06,1.159097500000000000e+06,1.161492000000000000e+06,1.163837375000000000e+06,1.166127625000000000e+06,1.168357250000000000e+06,1.170521250000000000e+06,1.172614000000000000e+06,1.174630500000000000e+06,1.176566375000000000e+06,1.178413500000000000e+06,1.180151250000000000e+06,1.181758625000000000e+06,1.183216125000000000e+06,1.184511250000000000e+06,1.185631125000000000e+06,1.186570000000000000e+06,1.187315000000000000e+06,1.187846125000000000e+06,1.188136250000000000e+06,1.042824983596801758e-01,3.010511398315429688e-03,7.383979391306638718e-03
1.608410000000000000e+05,1.610470000000000000e+05,1.608290000000000000e+05,1.602680000000000000e+05,1.615430000000000000e+05,1.616010000000000000e+05,1.612270000000000000e+05,1.613360000000000000e+05,1.613450000000000000e+05,1.613220000000000000e+05,1.605930000000000000e+05,1.589470000000000000e+05,1.593730000000000000e+05,1.599260000000000000e+05,1.608190000000000000e+05,1.615400000000000000e+05,1.634870000000000000e+05,1.631130000000000000e+05,1.640932031250000000e+05,1.649140312500000000e+05,1.655904218750000000e+05,1.661370000000000000e+05,1.665677500000000000e+05,1.668964375000000000e+05,1.671366562500000000e+05,1.673015625000000000e+05,1.674038437500000000e+05,1.674556875000000000e+05,1.674676250000000000e+05,1.674524062500000000e+05,1.674195937500000000e+05,1.673805781250000000e+05,1.673367812500000000e+05,1.672871250000000000e+05,1.672305156250000000e+05,1.671658281250000000e+05,1.670919218750000000e+05,1.670076718750000000e+05,1.669118906250000000e+05,1.668033593750000000e+05,1.666809218750000000e+05,1.665425937500000000e+05,1.663835781250000000e+05,1.661983437500000000e+05,1.659811406250000000e+05,1.657264375000000000e+05,1.654285625000000000e+05,1.650827187500000000e+05,1.646842031250000000e+05,1.642284843750000000e+05,1.637108906250000000e+05,3.665447235107421875e-03,1.108646392822265625e-04,1.114400452934205532e-03
2.664570000000000000e+05,2.685640000000000000e+05,2.710740000000000000e+05,2.724730000000000000e+05,2.729360000000000000e+05,2.729080000000000000e+05,2.724780000000000000e+05,2.709170000000000000e+05,2.707250000000000000e+05,2.696070000000000000e+05,2.686370000000000000e+05,2.590880000000000000e+05,2.585240000000000000e+05,2.586510000000000000e+05,2.583850000000000000e+05,2.590730000000000000e+05,2.628280000000000000e+05,2.620720000000000000e+05,2.632545312500000000e+05,2.641960312500000000e+05,2.649211250000000000e+05,2.654539062500000000e+05,2.658171562500000000e+05,2.660330000000000000e+05,2.661230937500000000e+05,2.661039062500000000e+05,2.659735312500000000e+05,2.657550937500000000e+05,2.654970312500000000e+05,2.651870312500000000e+05,2.648475312500000000e+05,2.644973750000000000e+05,2.641389375000000000e+05,2.637703750000000000e+05,2.633898750000000000e+05,2.629955937500000000e+05,2.625855937500000000e+05,2.621580625000000000e+05,2.617110000000000000e+05,2.612430312500000000e+05,2.607525000000000000e+05,2.602362656250000000e+05,2.596866718750000000e+05,2.590949531250000000e+05,2.584521562500000000e+05,2.577500937500000000e+05,2.569805468750000000e+05,2.561374375000000000e+05,2.552148906250000000e+05,2.542072968750000000e+05,2.531087500000000000e+05,-3.420150279998779297e-02,-1.053988933563232422e-03,-8.691165712662041187e-04
4.525030000000000000e+05,4.554870000000000000e+05,4.584300000000000000e+05,4.608940000000000000e+05,4.618100000000000000e+05,4.628730000000000000e+05,4.628620000000000000e+05,4.631470000000000000e+05,4.642090000000000000e+05,4.640610000000000000e+05,4.640180000000000000e+05,4.509880000000000000e+05,4.527920000000000000e+05,4.547920000000000000e+05,4.566020000000000000e+05,4.594480000000000000e+05,4.666570000000000000e+05,4.655490000000000000e+05,4.685998125000000000e+05,4.711860312500000000e+05,4.733498750000000000e+05,4.751327500000000000e+05,4.765743750000000000e+05,4.777139687500000000e+05,4.785904687500000000e+05,4.792417187500000000e+05,4.797041562500000000e+05,4.800129375000000000e+05,4.801840312500000000e+05,4.802869062500000000e+05,4.803526250000000000e+05,4.804054375000000000e+05,4.804484687500000000e+05,4.804796875000000000e+05,4.804971875000000000e+05,4.804990312500000000e+05,4.804760000000000000e+05,4.804240625000000000e+05,4.803398437500000000e+05,4.802199375000000000e+05,4.800610312500000000e+05,4.798575625000000000e+05,4.795960000000000000e+05,4.792605625000000000e+05,4.788350000000000000e+05,4.783033125000000000e+05,4.776492187500000000e+05,4.768583750000000000e+05,4.759168750000000000e+05,4.748113437500000000e+05,4.735282187500000000e+05,1.713931560516357422e-02,5.151033401489257812e-04,1.834844122640788555e-03
1.878850000000000000e+05,1.893160000000000000e+05,1.905810000000000000e+05,1.916350000000000000e+05,1.925750000000000000e+05,1.931990000000000000e+05,1.933040000000000000e+05,1.931910000000000000e+05,1.929730000000000000e+05,1.926380000000000000e+05,1.920880000000000000e+05,1.881620000000000000e+05,1.878010000000000000e+05,1.877240000000000000e+05,1.874370000000000000e+05,1.881580000000000000e+05,1.911650000000000000e+05,1.912020000000000000e+05,1.923562031250000000e+05,1.933233906250000000e+05,1.941210468750000000e+05,1.947663281250000000e+05,1.952756250000000000e+05,1.956650625000000000e+05,1.959505781250000000e+05,1.961475937500000000e+05,1.962709843750000000e+05,1.963350625000000000e+05,1.963518750000000000e+05,1.963378281250000000e+05,1.963031718750000000e+05,1.962612500000000000e+05,1.962137343750000000e+05,1.961593593750000000e+05,1.960968437500000000e+05,1.960248593750000000e+05,1.959420937500000000e+05,1.958472187500000000e+05,1.957388281250000000e+05,1.956155156250000000e+05,1.954759062500000000e+05,1.953176875000000000e+05,1.951352500000000000e+05,1.949220937500000000e+05,1.946714843750000000e+05,1.943769375000000000e+05,1.940317968750000000e+05,1.936304375000000000e+05,1.931673281250000000e+05,1.926371406250000000e+05,1.920344062500000000e+05,4.353523254394531250e-03,1.316070556640625000e-04,1.150460680946707726e-03
2.482830000000000000e+05,2.504000000000000000e+05,2.522750000000000000e+05,2.545890000000000000e+05,2.557820000000000000e+05,2.569560000000000000e+05,2.573260000000000000e+05,2.572820000000000000e+05,2.568500000000000000e+05,2.560040000000000000e+05,2.551580000000000000e+05,2.482290000000000000e+05,2.481610000000000000e+05,2.478270000000000000e+05,2.482330000000000000e+05,2.493100000000000000e+05,2.525270000000000000e+05,2.526510000000000000e+05,2.541608437500000000e+05,2.554241562500000000e+05,2.564640625000000000e+05,2.573032656250000000e+05,2.579634062500000000e+05,2.584658281250000000e+05,2.588315625000000000e+05,2.590809843750000000e+05,2.592337343750000000e+05,2.593086875000000000e+05,2.593226250000000000e+05,2.592929218750000000e+05,2.592359531250000000e+05,2.591693437500000000e+05,2.590953125000000000e+05,2.590122031250000000e+05,2.589182968750000000e+05,2.588118593750000000e+05,2.586911250000000000e+05,2.585543593750000000e+05,2.583997031250000000e+05,2.582252812500000000e+05,2.580292812500000000e+05,2.578086406250000000e+05,2.575559531250000000e+05,2.572625937500000000e+05,2.569197031250000000e+05,2.565186875000000000e+05,2.560507812500000000e+05,2.555085625000000000e+05,2.548847656250000000e+05,2.541724062500000000e+05,2.533642187500000000e+05,2.822995185852050781e-03,8.547306060791015625e-05,1.070226659066975117e-03
2.863980000000000000e+05,2.881700000000000000e+05,2.895180000000000000e+05,2.900550000000000000e+05,2.903080000000000000e+05,2.906140000000000000e+05,2.898360000000000000e+05,2.884050000000000000e+05,2.868010000000000000e+05,2.848900000000000000e+05,2.826360000000000000e+05,2.735170000000000000e+05,2.722870000000000000e+05,2.713320000000000000e+05,2.702900000000000000e+05,2.706180000000000000e+05,2.734520000000000000e+05,2.731390000000000000e+05,2.740120625000000000e+05,2.746476562500000000e+05,2.750720625000000000e+05,2.753109062500000000e+05,2.753882500000000000e+05,2.753121562500000000e+05,2.750875625000000000e+05,2.747374375000000000e+05,2.742857500000000000e+05,2.737575625000000000e+05,2.732287187500000000e+05,2.726440000000000000e+05,2.720285625000000000e+05,2.714028437500000000e+05,2.707694062500000000e+05,2.701263750000000000e+05,2.694719062500000000e+05,2.688040625000000000e+05,2.681209687500000000e+05,2.674208437500000000e+05,2.667017187500000000e+05,2.659616250000000000e+05,2.651987500000000000e+05,2.644099375000000000e+05,2.635872812500000000e+05,2.627218750000000000e+05,2.618046718750000000e+05,2.608277500000000000e+05,2.597832031250000000e+05,2.586659062500000000e+05,2.574708593750000000e+05,2.561931718750000000e+05,2.548274843750000000e+05,-6.704103946685791016e-02,-2.100646495819091797e-03,-2.612520009279251099e-03
2.757120000000000000e+05,2.754740000000000000e+05,2.765250000000000000e+05,2.780860000000000000e+05,2.787700000000000000e+05,2.793970000000000000e+05,2.790920000000000000e+05,2.786580000000000000e+05,2.783450000000000000e+05,2.776350000000000000e+05,2.772140000000000000e+05,2.785180000000000000e+05,2.778160000000000000e+05,2.779970000000000000e+05,2.784400000000000000e+05,2.794970000000000000e+05,2.827290000000000000e+05,2.833040000000000000e+05,2.851687187500000000e+05,2.867504062500000000e+05,2.880747500000000000e+05,2.891669062500000000e+05,2.900510625000000000e+05,2.907510625000000000e+05,2.912906250000000000e+05,2.916927812500000000e+05,2.919797187500000000e+05,2.921728125000000000e+05,2.922813750000000000e+05,2.923483437500000000e+05,2.923926250000000000e+05,2.924290312500000000e+05,2.924594687500000000e+05,2.924826875000000000e+05,2.924975312500000000e+05,2.925028125000000000e+05,2.924948750000000000e+05,2.924693750000000000e+05,2.924242500000000000e+05,2.923574375000000000e+05,2.922669062500000000e+05,2.921492812500000000e+05,2.919963437500000000e+05,2.917984687500000000e+05,2.915457812500000000e+05,2.912285625000000000e+05,2.908368750000000000e+05,2.903619687500000000e+05,2.897953750000000000e+05,2.891289375000000000e+05,2.883543750000000000e+05,1.782667636871337891e-02,5.356073379516601562e-04,1.873165718279778957e-03
5.726370000000000000e+05,5.769930000000000000e+05,5.830510000000000000e+05,5.888960000000000000e+05,5.934140000000000000e+05,5.965650000000000000e+05,5.978570000000000000e+05,5.988050000000000000e+05,5.990420000000000000e+05,5.982250000000000000e+05,5.984070000000000000e+05,5.778590000000000000e+05,5.795940000000000000e+05,5.805880000000000000e+05,5.822800000000000000e+05,5.857810000000000000e+05,5.962130000000000000e+05,5.978540000000000000e+05,6.021710625000000000e+05,6.058762500000000000e+05,6.090230625000000000e+05,6.116641250000000000e+05,6.138500625000000000e+05,6.156312500000000000e+05,6.170578750000000000e+05,6.181789375000000000e+05,6.190416875000000000e+05,6.196918125000000000e+05,6.201276250000000000e+05,6.204720000000000000e+05,6.207661250000000000e+05,6.210423125000000000e+05,6.213046875000000000e+05,6.215505000000000000e+05,6.217771875000000000e+05,6.219820625000000000e+05,6.221627500000000000e+05,6.223170000000000000e+05,6.224424375000000000e+05,6.225369375000000000e+05,6.225986875000000000e+05,6.226241875000000000e+05,6.225915000000000000e+05,6.224655625000000000e+05,6.222255625000000000e+05,6.218507500000000000e+05,6.213199375000000000e+05,6.206138125000000000e+05,6.197136875000000000e+05,6.186017500000000000e+05,6.172601250000000000e+05,3.245961666107177734e-02,9.684562683105468750e-04,2.719572978094220161e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.403420000000000000e+05,5.415210000000000000e+05,5.428330000000000000e+05,5.450670000000000000e+05,5.476610000000000000e+05,5.539220000000000000e+05,5.524720000000000000e+05,5.568213125000000000e+05,5.605913750000000000e+05,5.638311250000000000e+05,5.665885625000000000e+05,5.689102500000000000e+05,5.708426875000000000e+05,5.724324375000000000e+05,5.737251250000000000e+05,5.747648750000000000e+05,5.755942500000000000e+05,5.761918125000000000e+05,5.767013750000000000e+05,5.771623125000000000e+05,5.776054375000000000e+05,5.780346250000000000e+05,5.784473125000000000e+05,5.788408750000000000e+05,5.792128125000000000e+05,5.795607500000000000e+05,5.798825000000000000e+05,5.801758125000000000e+05,5.804386250000000000e+05,5.806690625000000000e+05,5.808637500000000000e+05,5.810136875000000000e+05,5.811091875000000000e+05,5.811413125000000000e+05,5.810726250000000000e+05,5.808608750000000000e+05,5.804873750000000000e+05,5.799341250000000000e+05,5.791840625000000000e+05,5.782203750000000000e+05,4.660570621490478516e-02,1.381278038024902344e-03,3.582746954634785652e-03
2.608779000000000000e+06,2.612301000000000000e+06,2.620240000000000000e+06,2.625637000000000000e+06,2.625745000000000000e+06,2.624489000000000000e+06,2.622623000000000000e+06,2.619372000000000000e+06,2.614361000000000000e+06,2.605365000000000000e+06,2.597636000000000000e+06,2.568358000000000000e+06,2.572221000000000000e+06,2.572390000000000000e+06,2.574148000000000000e+06,2.580664000000000000e+06,2.614229000000000000e+06,2.619376000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.134303403086960316e-04
1.210970000000000000e+05,1.206110000000000000e+05,1.207800000000000000e+05,1.207580000000000000e+05,1.203240000000000000e+05,1.199100000000000000e+05,1.193560000000000000e+05,1.189750000000000000e+05,1.185970000000000000e+05,1.177560000000000000e+05,1.172410000000000000e+05,1.174740000000000000e+05,1.170740000000000000e+05,1.164980000000000000e+05,1.160550000000000000e+05,1.160170000000000000e+05,1.171430000000000000e+05,1.174090000000000000e+05,1.178944843750000000e+05,1.182736718750000000e+05,1.185576796875000000e+05,1.187573671875000000e+05,1.188829687500000000e+05,1.189444218750000000e+05,1.189513828125000000e+05,1.189021015625000000e+05,1.188047656250000000e+05,1.186698671875000000e+05,1.185222343750000000e+05,1.183511093750000000e+05,1.181666328125000000e+05,1.179773125000000000e+05,1.177842031250000000e+05,1.175864843750000000e+05,1.173833359375000000e+05,1.171739531250000000e+05,1.169578281250000000e+05,1.167341718750000000e+05,1.165021250000000000e+05,1.162608437500000000e+05,1.160095234375000000e+05,1.157467656250000000e+05,1.154691562500000000e+05,1.151727890625000000e+05,1.148536953125000000e+05,1.145082812500000000e+05,1.141329453125000000e+05,1.137251171875000000e+05,1.132823046875000000e+05,1.128021171875000000e+05,1.122820078125000000e+05,-4.366779327392578125e-02,-1.352131366729736328e-03,-1.368968281894922256e-03
